Container_ID,Container_Type,Size,Cargo_Category,Import_Export,Cargo_Weight_Tons,Hazardous
CONT03435,Open Top,40FT,Electronics,Import,5.9,Yes
CONT03436,Tank,20FT,Textiles,Export,18.05,No
CONT03437,Dry,45FT,Electronics,Import,12.22,No
CONT03438,Reefer,40FT,Textiles,Export,12.06,No
CONT03439,Open Top,20FT,Electronics,Import,4.18,No
CONT03440,Tank,45FT,Textiles,Export,18.91,Yes
CONT03441,Dry,40FT,Electronics,Import,10.6,No
CONT03442,Reefer,20FT,Textiles,Export,8.7,No
CONT03443,Open Top,45FT,Electronics,Import,5.01,No
CONT03444,Tank,40FT,Textiles,Export,13.11,No
CONT03445,Dry,20FT,Electronics,Import,25.97,Yes
CONT03446,Reefer,45FT,Textiles,Export,12.42,No
CONT03447,Open Top,40FT,Electronics,Import,20.98,No
CONT03448,Tank,20FT,Textiles,Export,22.91,No
CONT03449,Dry,45FT,Electronics,Import,12.2,No
CONT03450,Reefer,40FT,Textiles,Export,24.54,Yes
CONT03451,Open Top,20FT,Electronics,Import,21.3,No
CONT03452,Tank,45FT,Textiles,Export,17.98,No
CONT03453,Dry,40FT,Electronics,Import,4.02,No
CONT03454,Reefer,20FT,Textiles,Export,4.88,No
CONT03455,Open Top,45FT,Electronics,Import,28.77,Yes
CONT03456,Tank,40FT,Textiles,Export,23.56,No
CONT03457,Dry,20FT,Electronics,Import,27.44,No
CONT03458,Reefer,45FT,Textiles,Export,26.56,No
CONT03459,Open Top,40FT,Electronics,Import,4.51,No
CONT03460,Tank,20FT,Textiles,Export,23.8,Yes
CONT03461,Dry,45FT,Electronics,Import,15.28,No
CONT03462,Reefer,40FT,Textiles,Export,23.74,No
CONT03463,Open Top,20FT,Electronics,Import,4.17,No
CONT03464,Tank,45FT,Textiles,Export,11.2,No
CONT03465,Dry,40FT,Electronics,Import,22.78,Yes
CONT03466,Reefer,20FT,Textiles,Export,23.83,No
CONT03467,Open Top,45FT,Electronics,Import,19.49,No
CONT03468,Tank,40FT,Textiles,Export,11.53,No
CONT03469,Dry,20FT,Electronics,Import,11.76,No
CONT03470,Reefer,45FT,Textiles,Export,28.17,Yes
CONT03471,Open Top,40FT,Electronics,Import,14.98,No
CONT03472,Tank,20FT,Textiles,Export,15.18,No
CONT03473,Dry,45FT,Electronics,Import,17.81,No
CONT03474,Reefer,40FT,Textiles,Export,14.24,No
CONT03475,Open Top,20FT,Electronics,Import,17.82,Yes
CONT03476,Tank,45FT,Textiles,Export,14.81,No
CONT03477,Dry,40FT,Electronics,Import,24.67,No
CONT03478,Reefer,20FT,Textiles,Export,26.73,No
CONT03479,Open Top,45FT,Electronics,Import,27.3,No
CONT03480,Tank,40FT,Textiles,Export,18.11,Yes
CONT03481,Dry,20FT,Electronics,Import,15.05,No
CONT03482,Reefer,45FT,Textiles,Export,21.63,No
CONT03483,Open Top,40FT,Electronics,Import,24.96,No
CONT03484,Tank,20FT,Textiles,Export,18.07,No
CONT03485,Dry,45FT,Electronics,Import,21.5,Yes
CONT03486,Reefer,40FT,Textiles,Export,22.74,No
CONT03487,Open Top,20FT,Electronics,Import,20.91,No
CONT03488,Tank,45FT,Textiles,Export,22.65,No
CONT03489,Dry,40FT,Electronics,Import,9.22,No
CONT03490,Reefer,20FT,Textiles,Export,16.46,Yes
CONT03491,Open Top,45FT,Electronics,Import,18.71,No
CONT03492,Tank,40FT,Textiles,Export,4.06,No
CONT03493,Dry,20FT,Electronics,Import,25.4,No
CONT03494,Reefer,45FT,Textiles,Export,19.25,No
CONT03495,Open Top,40FT,Electronics,Import,7.23,Yes
CONT03496,Tank,20FT,Textiles,Export,24.41,No
CONT03497,Dry,45FT,Electronics,Import,21.93,No
CONT03498,Reefer,40FT,Textiles,Export,22.96,No
CONT03499,Open Top,20FT,Electronics,Import,13.8,No
CONT03500,Tank,45FT,Textiles,Export,25.36,Yes
CONT03501,Dry,40FT,Electronics,Import,14.35,No
CONT03502,Reefer,20FT,Textiles,Export,18.26,No
CONT03503,Open Top,45FT,Electronics,Import,4.02,No
CONT03504,Tank,40FT,Textiles,Export,20.12,No
CONT03505,Dry,20FT,Electronics,Import,21.95,Yes
CONT03506,Reefer,45FT,Textiles,Export,18.18,No
CONT03507,Open Top,40FT,Electronics,Import,16.41,No
CONT03508,Tank,20FT,Textiles,Export,24.25,No
CONT03509,Dry,45FT,Electronics,Import,21.03,No
CONT03510,Reefer,40FT,Textiles,Export,10.95,Yes
CONT03511,Open Top,20FT,Electronics,Import,27.98,No
CONT03512,Tank,45FT,Textiles,Export,21.68,No
CONT03513,Dry,40FT,Electronics,Import,28.7,No
CONT03514,Reefer,20FT,Textiles,Export,28.28,No
CONT03515,Open Top,45FT,Electronics,Import,26.97,Yes
CONT03516,Tank,40FT,Textiles,Export,22.88,No
CONT03517,Dry,20FT,Electronics,Import,19.24,No
CONT03518,Reefer,45FT,Textiles,Export,8.3,No
CONT03519,Open Top,40FT,Electronics,Import,17.58,No
CONT03520,Tank,20FT,Textiles,Export,23.13,Yes
CONT03521,Dry,45FT,Electronics,Import,17.02,No
CONT03522,Reefer,40FT,Textiles,Export,25.71,No
CONT03523,Open Top,20FT,Electronics,Import,6.74,No
CONT03524,Tank,45FT,Textiles,Export,13.52,No
CONT03525,Dry,40FT,Electronics,Import,16.65,Yes
CONT03526,Reefer,20FT,Textiles,Export,14.81,No
CONT03527,Open Top,45FT,Electronics,Import,6.71,No
CONT03528,Tank,40FT,Textiles,Export,7.84,No
CONT03529,Dry,20FT,Electronics,Import,24.94,No
CONT03530,Reefer,45FT,Textiles,Export,16.11,Yes
CONT03531,Open Top,40FT,Electronics,Import,5.22,No
CONT03532,Tank,20FT,Textiles,Export,4.41,No
CONT03533,Dry,45FT,Electronics,Import,15.84,No
CONT03534,Reefer,40FT,Textiles,Export,8.11,No
CONT03535,Open Top,20FT,Electronics,Import,21.63,Yes
CONT03536,Tank,45FT,Textiles,Export,23.88,No
CONT03537,Dry,40FT,Electronics,Import,9.71,No
CONT03538,Reefer,20FT,Textiles,Export,18.8,No
CONT03539,Open Top,45FT,Electronics,Import,7.86,No
CONT03540,Tank,40FT,Textiles,Export,11.59,Yes
CONT03541,Dry,20FT,Electronics,Import,26.22,No
CONT03542,Reefer,45FT,Textiles,Export,17.6,No
CONT03543,Open Top,40FT,Electronics,Import,26.15,No
CONT03544,Tank,20FT,Textiles,Export,9.63,No
CONT03545,Dry,45FT,Electronics,Import,12.25,Yes
CONT03546,Reefer,40FT,Textiles,Export,15.77,No
CONT03547,Open Top,20FT,Electronics,Import,16.0,No
CONT03548,Tank,45FT,Textiles,Export,28.94,No
CONT03549,Dry,40FT,Electronics,Import,6.86,No
CONT03550,Reefer,20FT,Textiles,Export,25.3,Yes
CONT03551,Open Top,45FT,Electronics,Import,25.59,No
CONT03552,Tank,40FT,Textiles,Export,17.83,No
CONT03553,Dry,20FT,Electronics,Import,12.6,No
CONT03554,Reefer,45FT,Textiles,Export,16.98,No
CONT03555,Open Top,40FT,Electronics,Import,11.31,Yes
CONT03556,Tank,20FT,Textiles,Export,23.98,No
CONT03557,Dry,45FT,Electronics,Import,16.46,No
CONT03558,Reefer,40FT,Textiles,Export,27.15,No
CONT03559,Open Top,20FT,Electronics,Import,19.57,No
CONT03560,Tank,45FT,Textiles,Export,16.86,Yes
CONT03561,Dry,40FT,Electronics,Import,21.78,No
CONT03562,Reefer,20FT,Textiles,Export,16.6,No
CONT03563,Open Top,45FT,Electronics,Import,26.61,No
CONT03564,Tank,40FT,Textiles,Export,8.61,No
CONT03565,Dry,20FT,Electronics,Import,28.33,Yes
CONT03566,Reefer,45FT,Textiles,Export,24.3,No
CONT03567,Open Top,40FT,Electronics,Import,25.52,No
CONT03568,Tank,20FT,Textiles,Export,16.07,No
CONT03569,Dry,45FT,Electronics,Import,24.93,No
CONT03570,Reefer,40FT,Textiles,Export,11.67,Yes
CONT03571,Open Top,20FT,Electronics,Import,23.05,No
CONT03572,Tank,45FT,Textiles,Export,7.51,No
CONT03573,Dry,40FT,Electronics,Import,11.68,No
CONT03574,Reefer,20FT,Textiles,Export,15.14,No
CONT03575,Open Top,45FT,Electronics,Import,12.06,Yes
CONT03576,Tank,40FT,Textiles,Export,13.68,No
CONT03577,Dry,20FT,Electronics,Import,24.5,No
CONT03578,Reefer,45FT,Textiles,Export,10.42,No
CONT03579,Open Top,40FT,Electronics,Import,22.63,No
CONT03580,Tank,20FT,Textiles,Export,5.84,Yes
CONT03581,Dry,45FT,Electronics,Import,23.14,No
CONT03582,Reefer,40FT,Textiles,Export,23.8,No
CONT03583,Open Top,20FT,Electronics,Import,14.04,No
CONT03584,Tank,45FT,Textiles,Export,22.06,No
CONT03585,Dry,40FT,Electronics,Import,26.88,Yes
CONT03586,Reefer,20FT,Textiles,Export,24.02,No
CONT03587,Open Top,45FT,Electronics,Import,13.76,No
CONT03588,Tank,40FT,Textiles,Export,16.11,No
CONT03589,Dry,20FT,Electronics,Import,23.48,No
CONT03590,Reefer,45FT,Textiles,Export,11.31,Yes
CONT03591,Open Top,40FT,Electronics,Import,24.1,No
CONT03592,Tank,20FT,Textiles,Export,12.2,No
CONT03593,Dry,45FT,Electronics,Import,24.15,No
CONT03594,Reefer,40FT,Textiles,Export,6.17,No
CONT03595,Open Top,20FT,Electronics,Import,5.11,Yes
CONT03596,Tank,45FT,Textiles,Export,28.94,No
CONT03597,Dry,40FT,Electronics,Import,25.74,No
CONT03598,Reefer,20FT,Textiles,Export,26.07,No
CONT03599,Open Top,45FT,Electronics,Import,27.78,No
CONT03600,Tank,40FT,Textiles,Export,14.96,Yes
CONT03601,Dry,20FT,Electronics,Import,11.17,No
CONT03602,Reefer,45FT,Textiles,Export,7.25,No
CONT03603,Open Top,40FT,Electronics,Import,16.53,No
CONT03604,Tank,20FT,Textiles,Export,9.5,No
CONT03605,Dry,45FT,Electronics,Import,27.39,Yes
CONT03606,Reefer,40FT,Textiles,Export,4.1,No
CONT03607,Open Top,20FT,Electronics,Import,7.58,No
CONT03608,Tank,45FT,Textiles,Export,10.16,No
CONT03609,Dry,40FT,Electronics,Import,8.97,No
CONT03610,Reefer,20FT,Textiles,Export,9.64,Yes
CONT03611,Open Top,45FT,Electronics,Import,20.4,No
CONT03612,Tank,40FT,Textiles,Export,12.19,No
CONT03613,Dry,20FT,Electronics,Import,19.38,No
CONT03614,Reefer,45FT,Textiles,Export,26.26,No
CONT03615,Open Top,40FT,Electronics,Import,19.06,Yes
CONT03616,Tank,20FT,Textiles,Export,21.36,No
CONT03617,Dry,45FT,Electronics,Import,13.14,No
CONT03618,Reefer,40FT,Textiles,Export,7.99,No
CONT03619,Open Top,20FT,Electronics,Import,12.01,No
CONT03620,Tank,45FT,Textiles,Export,28.11,Yes
CONT03621,Dry,40FT,Electronics,Import,19.55,No
CONT03622,Reefer,20FT,Textiles,Export,10.94,No
CONT03623,Open Top,45FT,Electronics,Import,15.27,No
CONT03624,Tank,40FT,Textiles,Export,24.89,No
CONT03625,Dry,20FT,Electronics,Import,20.71,Yes
CONT03626,Reefer,45FT,Textiles,Export,18.02,No
CONT03627,Open Top,40FT,Electronics,Import,26.13,No
CONT03628,Tank,20FT,Textiles,Export,20.81,No
CONT03629,Dry,45FT,Electronics,Import,20.07,No
CONT03630,Reefer,40FT,Textiles,Export,8.74,Yes
CONT03631,Open Top,20FT,Electronics,Import,6.66,No
CONT03632,Tank,45FT,Textiles,Export,28.13,No
CONT03633,Dry,40FT,Electronics,Import,18.97,No
CONT03634,Reefer,20FT,Textiles,Export,14.39,No
CONT03635,Open Top,45FT,Electronics,Import,18.73,Yes
CONT03636,Tank,40FT,Textiles,Export,5.55,No
CONT03637,Dry,20FT,Electronics,Import,24.55,No
CONT03638,Reefer,45FT,Textiles,Export,9.42,No
CONT03639,Open Top,40FT,Electronics,Import,24.11,No
CONT03640,Tank,20FT,Textiles,Export,17.36,Yes
CONT03641,Dry,45FT,Electronics,Import,10.91,No
CONT03642,Reefer,40FT,Textiles,Export,4.76,No
CONT03643,Open Top,20FT,Electronics,Import,24.4,No
CONT03644,Tank,45FT,Textiles,Export,8.41,No
CONT03645,Dry,40FT,Electronics,Import,5.3,Yes
CONT03646,Reefer,20FT,Textiles,Export,22.9,No
CONT03647,Open Top,45FT,Electronics,Import,12.75,No
CONT03648,Tank,40FT,Textiles,Export,13.73,No
CONT03649,Dry,20FT,Electronics,Import,10.18,No
CONT03650,Reefer,45FT,Textiles,Export,25.48,Yes
CONT03651,Open Top,40FT,Electronics,Import,11.43,No
CONT03652,Tank,20FT,Textiles,Export,9.25,No
CONT03653,Dry,45FT,Electronics,Import,11.73,No
CONT03654,Reefer,40FT,Textiles,Export,9.08,No
CONT03655,Open Top,20FT,Electronics,Import,11.94,Yes
CONT03656,Tank,45FT,Textiles,Export,6.07,No
CONT03657,Dry,40FT,Electronics,Import,7.96,No
CONT03658,Reefer,20FT,Textiles,Export,14.43,No
CONT03659,Open Top,45FT,Electronics,Import,25.99,No
CONT03660,Tank,40FT,Textiles,Export,5.43,Yes
CONT03661,Dry,20FT,Electronics,Import,9.32,No
CONT03662,Reefer,45FT,Textiles,Export,26.71,No
CONT03663,Open Top,40FT,Electronics,Import,26.25,No
CONT03664,Tank,20FT,Textiles,Export,20.99,No
CONT03665,Dry,45FT,Electronics,Import,10.01,Yes
CONT03666,Reefer,40FT,Textiles,Export,14.5,No
CONT03667,Open Top,20FT,Electronics,Import,9.28,No
CONT03668,Tank,45FT,Textiles,Export,7.21,No
CONT03669,Dry,40FT,Electronics,Import,13.5,No
CONT03670,Reefer,20FT,Textiles,Export,18.4,Yes
CONT03671,Open Top,45FT,Electronics,Import,13.0,No
CONT03672,Tank,40FT,Textiles,Export,19.27,No
CONT03673,Dry,20FT,Electronics,Import,11.41,No
CONT03674,Reefer,45FT,Textiles,Export,12.65,No
CONT03675,Open Top,40FT,Electronics,Import,23.77,Yes
CONT03676,Tank,20FT,Textiles,Export,25.96,No
CONT03677,Dry,45FT,Electronics,Import,12.05,No
CONT03678,Reefer,40FT,Textiles,Export,18.29,No
CONT03679,Open Top,20FT,Electronics,Import,10.95,No
CONT03680,Tank,45FT,Textiles,Export,5.33,Yes
CONT03681,Dry,40FT,Electronics,Import,22.45,No
CONT03682,Reefer,20FT,Textiles,Export,8.28,No
CONT03683,Open Top,45FT,Electronics,Import,14.64,No
CONT03684,Tank,40FT,Textiles,Export,16.18,No
CONT03685,Dry,20FT,Electronics,Import,8.61,Yes
CONT03686,Reefer,45FT,Textiles,Export,6.36,No
CONT03687,Open Top,40FT,Electronics,Import,12.7,No
CONT03688,Tank,20FT,Textiles,Export,27.81,No
CONT03689,Dry,45FT,Electronics,Import,19.38,No
CONT03690,Reefer,40FT,Textiles,Export,13.54,Yes
CONT03691,Open Top,20FT,Electronics,Import,4.97,No
CONT03692,Tank,45FT,Textiles,Export,19.01,No
CONT03693,Dry,40FT,Electronics,Import,6.31,No
CONT03694,Reefer,20FT,Textiles,Export,17.56,No
CONT03695,Open Top,45FT,Electronics,Import,22.8,Yes
CONT03696,Tank,40FT,Textiles,Export,14.59,No
CONT03697,Dry,20FT,Electronics,Import,11.49,No
CONT03698,Reefer,45FT,Textiles,Export,5.18,No
CONT03699,Open Top,40FT,Electronics,Import,4.62,No
CONT03700,Tank,20FT,Textiles,Export,14.75,Yes
CONT03701,Dry,45FT,Electronics,Import,26.08,No
CONT03702,Reefer,40FT,Textiles,Export,10.1,No
CONT03703,Open Top,20FT,Electronics,Import,18.35,No
CONT03704,Tank,45FT,Textiles,Export,21.11,No
CONT03705,Dry,40FT,Electronics,Import,5.52,Yes
CONT03706,Reefer,20FT,Textiles,Export,7.83,No
CONT03707,Open Top,45FT,Electronics,Import,12.28,No
CONT03708,Tank,40FT,Textiles,Export,20.75,No
CONT03709,Dry,20FT,Electronics,Import,14.98,No
CONT03710,Reefer,45FT,Textiles,Export,22.35,Yes
CONT03711,Open Top,40FT,Electronics,Import,25.69,No
CONT03712,Tank,20FT,Textiles,Export,22.96,No
CONT03713,Dry,45FT,Electronics,Import,28.81,No
CONT03714,Reefer,40FT,Textiles,Export,22.86,No
CONT03715,Open Top,20FT,Electronics,Import,25.3,Yes
CONT03716,Tank,45FT,Textiles,Export,24.81,No
CONT03717,Dry,40FT,Electronics,Import,22.26,No
CONT03718,Reefer,20FT,Textiles,Export,24.05,No
CONT03719,Open Top,45FT,Electronics,Import,27.37,No
CONT03720,Tank,40FT,Textiles,Export,15.88,Yes
CONT03721,Dry,20FT,Electronics,Import,19.96,No
CONT03722,Reefer,45FT,Textiles,Export,16.87,No
CONT03723,Open Top,40FT,Electronics,Import,25.28,No
CONT03724,Tank,20FT,Textiles,Export,14.78,No
CONT03725,Dry,45FT,Electronics,Import,24.49,Yes
CONT03726,Reefer,40FT,Textiles,Export,23.98,No
CONT03727,Open Top,20FT,Electronics,Import,28.05,No
CONT03728,Tank,45FT,Textiles,Export,10.22,No
CONT03729,Dry,40FT,Electronics,Import,21.74,No
CONT03730,Reefer,20FT,Textiles,Export,22.92,Yes
CONT03731,Open Top,45FT,Electronics,Import,27.41,No
CONT03732,Tank,40FT,Textiles,Export,26.67,No
CONT03733,Dry,20FT,Electronics,Import,18.34,No
CONT03734,Reefer,45FT,Textiles,Export,18.48,No
CONT03735,Open Top,40FT,Electronics,Import,8.18,Yes
CONT03736,Tank,20FT,Textiles,Export,28.37,No
CONT03737,Dry,45FT,Electronics,Import,10.38,No
CONT03738,Reefer,40FT,Textiles,Export,22.12,No
CONT03739,Open Top,20FT,Electronics,Import,23.89,No
CONT03740,Tank,45FT,Textiles,Export,15.03,Yes
CONT03741,Dry,40FT,Electronics,Import,9.28,No
CONT03742,Reefer,20FT,Textiles,Export,8.72,No
CONT03743,Open Top,45FT,Electronics,Import,25.41,No
CONT03744,Tank,40FT,Textiles,Export,16.77,No
CONT03745,Dry,20FT,Electronics,Import,6.25,Yes
CONT03746,Reefer,45FT,Textiles,Export,21.93,No
CONT03747,Open Top,40FT,Electronics,Import,10.25,No
CONT03748,Tank,20FT,Textiles,Export,25.91,No
CONT03749,Dry,45FT,Electronics,Import,11.74,No
CONT03750,Reefer,40FT,Textiles,Export,9.01,Yes
CONT03751,Open Top,20FT,Electronics,Import,6.12,No
CONT03752,Tank,45FT,Textiles,Export,16.79,No
CONT03753,Dry,40FT,Electronics,Import,15.27,No
CONT03754,Reefer,20FT,Textiles,Export,22.78,No
CONT03755,Open Top,45FT,Electronics,Import,15.62,Yes
CONT03756,Tank,40FT,Textiles,Export,12.6,No
CONT03757,Dry,20FT,Electronics,Import,10.54,No
CONT03758,Reefer,45FT,Textiles,Export,10.95,No
CONT03759,Open Top,40FT,Electronics,Import,27.2,No
CONT03760,Tank,20FT,Textiles,Export,8.13,Yes
CONT03761,Dry,45FT,Electronics,Import,28.7,No
CONT03762,Reefer,40FT,Textiles,Export,12.17,No
CONT03763,Open Top,20FT,Electronics,Import,6.21,No
CONT03764,Tank,45FT,Textiles,Export,10.22,No
CONT03765,Dry,40FT,Electronics,Import,5.46,Yes
CONT03766,Reefer,20FT,Textiles,Export,23.75,No
CONT03767,Open Top,45FT,Electronics,Import,16.81,No
CONT03768,Tank,40FT,Textiles,Export,12.42,No
CONT03769,Dry,20FT,Electronics,Import,20.55,No
CONT03770,Reefer,45FT,Textiles,Export,19.77,Yes
CONT03771,Open Top,40FT,Electronics,Import,27.5,No
CONT03772,Tank,20FT,Textiles,Export,28.03,No
CONT03773,Dry,45FT,Electronics,Import,21.02,No
CONT03774,Reefer,40FT,Textiles,Export,24.45,No
CONT03775,Open Top,20FT,Electronics,Import,23.81,Yes
CONT03776,Tank,45FT,Textiles,Export,16.28,No
CONT03777,Dry,40FT,Electronics,Import,21.61,No
CONT03778,Reefer,20FT,Textiles,Export,5.96,No
CONT03779,Open Top,45FT,Electronics,Import,22.95,No
CONT03780,Tank,40FT,Textiles,Export,28.05,Yes
CONT03781,Dry,20FT,Electronics,Import,6.12,No
CONT03782,Reefer,45FT,Textiles,Export,24.9,No
CONT03783,Open Top,40FT,Electronics,Import,27.32,No
CONT03784,Tank,20FT,Textiles,Export,9.65,No
CONT03785,Dry,45FT,Electronics,Import,17.12,Yes
CONT03786,Reefer,40FT,Textiles,Export,27.2,No
CONT03787,Open Top,20FT,Electronics,Import,28.01,No
CONT03788,Tank,45FT,Textiles,Export,7.2,No
CONT03789,Dry,40FT,Electronics,Import,12.73,No
CONT03790,Reefer,20FT,Textiles,Export,21.45,Yes
CONT03791,Open Top,45FT,Electronics,Import,9.54,No
CONT03792,Tank,40FT,Textiles,Export,12.12,No
CONT03793,Dry,20FT,Electronics,Import,4.58,No
CONT03794,Reefer,45FT,Textiles,Export,7.84,No
CONT03795,Open Top,40FT,Electronics,Import,18.06,Yes
CONT03796,Tank,20FT,Textiles,Export,20.33,No
CONT03797,Dry,45FT,Electronics,Import,20.22,No
CONT03798,Reefer,40FT,Textiles,Export,23.46,No
CONT03799,Open Top,20FT,Electronics,Import,14.38,No
CONT03800,Tank,45FT,Textiles,Export,10.84,Yes
CONT03801,Dry,40FT,Electronics,Import,4.39,No
CONT03802,Reefer,20FT,Textiles,Export,9.17,No
CONT03803,Open Top,45FT,Electronics,Import,11.81,No
CONT03804,Tank,40FT,Textiles,Export,8.46,No
CONT03805,Dry,20FT,Electronics,Import,4.5,Yes
CONT03806,Reefer,45FT,Textiles,Export,7.94,No
CONT03807,Open Top,40FT,Electronics,Import,20.65,No
CONT03808,Tank,20FT,Textiles,Export,19.74,No
CONT03809,Dry,45FT,Electronics,Import,27.39,No
CONT03810,Reefer,40FT,Textiles,Export,23.95,Yes
CONT03811,Open Top,20FT,Electronics,Import,18.19,No
CONT03812,Tank,45FT,Textiles,Export,7.44,No
CONT03813,Dry,40FT,Electronics,Import,18.1,No
CONT03814,Reefer,20FT,Textiles,Export,5.54,No
CONT03815,Open Top,45FT,Electronics,Import,14.77,Yes
CONT03816,Tank,40FT,Textiles,Export,13.76,No
CONT03817,Dry,20FT,Electronics,Import,14.7,No
CONT03818,Reefer,45FT,Textiles,Export,11.0,No
CONT03819,Open Top,40FT,Electronics,Import,21.15,No
CONT03820,Tank,20FT,Textiles,Export,25.02,Yes
CONT03821,Dry,45FT,Electronics,Import,23.21,No
CONT03822,Reefer,40FT,Textiles,Export,19.69,No
CONT03823,Open Top,20FT,Electronics,Import,17.46,No
CONT03824,Tank,45FT,Textiles,Export,4.78,No
CONT03825,Dry,40FT,Electronics,Import,22.07,Yes
CONT03826,Reefer,20FT,Textiles,Export,17.62,No
CONT03827,Open Top,45FT,Electronics,Import,10.77,No
CONT03828,Tank,40FT,Textiles,Export,12.2,No
CONT03829,Dry,20FT,Electronics,Import,27.39,No
CONT03830,Reefer,45FT,Textiles,Export,19.61,Yes
CONT03831,Open Top,40FT,Electronics,Import,15.9,No
CONT03832,Tank,20FT,Textiles,Export,19.52,No
CONT03833,Dry,45FT,Electronics,Import,14.34,No
CONT03834,Reefer,40FT,Textiles,Export,15.75,No
CONT03835,Open Top,20FT,Electronics,Import,11.26,Yes
CONT03836,Tank,45FT,Textiles,Export,15.0,No
CONT03837,Dry,40FT,Electronics,Import,21.14,No
CONT03838,Reefer,20FT,Textiles,Export,5.0,No
CONT03839,Open Top,45FT,Electronics,Import,23.88,No
CONT03840,Tank,40FT,Textiles,Export,11.07,Yes
CONT03841,Dry,20FT,Electronics,Import,21.06,No
CONT03842,Reefer,45FT,Textiles,Export,20.07,No
CONT03843,Open Top,40FT,Electronics,Import,20.32,No
CONT03844,Tank,20FT,Textiles,Export,19.2,No
CONT03845,Dry,45FT,Electronics,Import,27.98,Yes
CONT03846,Reefer,40FT,Textiles,Export,16.71,No
CONT03847,Open Top,20FT,Electronics,Import,22.31,No
CONT03848,Tank,45FT,Textiles,Export,21.64,No
CONT03849,Dry,40FT,Electronics,Import,9.91,No
CONT03850,Reefer,20FT,Textiles,Export,11.08,Yes
CONT03851,Open Top,45FT,Electronics,Import,14.6,No
CONT03852,Tank,40FT,Textiles,Export,10.94,No
CONT03853,Dry,20FT,Electronics,Import,13.17,No
CONT03854,Reefer,45FT,Textiles,Export,13.77,No
CONT03855,Open Top,40FT,Electronics,Import,19.1,Yes
CONT03856,Tank,20FT,Textiles,Export,9.5,No
CONT03857,Dry,45FT,Electronics,Import,24.11,No
CONT03858,Reefer,40FT,Textiles,Export,14.94,No
CONT03859,Open Top,20FT,Electronics,Import,21.66,No
CONT03860,Tank,45FT,Textiles,Export,6.04,Yes
CONT03861,Dry,40FT,Electronics,Import,15.75,No
CONT03862,Reefer,20FT,Textiles,Export,4.71,No
CONT03863,Open Top,45FT,Electronics,Import,20.9,No
CONT03864,Tank,40FT,Textiles,Export,12.59,No
CONT03865,Dry,20FT,Electronics,Import,27.73,Yes
CONT03866,Reefer,45FT,Textiles,Export,12.1,No
CONT03867,Open Top,40FT,Electronics,Import,18.1,No
CONT03868,Tank,20FT,Textiles,Export,10.43,No
CONT03869,Dry,45FT,Electronics,Import,19.5,No
CONT03870,Reefer,40FT,Textiles,Export,15.68,Yes
CONT03871,Open Top,20FT,Electronics,Import,13.27,No
CONT03872,Tank,45FT,Textiles,Export,9.09,No
CONT03873,Dry,40FT,Electronics,Import,6.79,No
CONT03874,Reefer,20FT,Textiles,Export,7.0,No
CONT03875,Open Top,45FT,Electronics,Import,28.98,Yes
CONT03876,Tank,40FT,Textiles,Export,14.31,No
CONT03877,Dry,20FT,Electronics,Import,4.05,No
CONT03878,Reefer,45FT,Textiles,Export,27.82,No
CONT03879,Open Top,40FT,Electronics,Import,4.5,No
CONT03880,Tank,20FT,Textiles,Export,14.46,Yes
CONT03881,Dry,45FT,Electronics,Import,21.94,No
CONT03882,Reefer,40FT,Textiles,Export,26.86,No
CONT03883,Open Top,20FT,Electronics,Import,21.82,No
CONT03884,Tank,45FT,Textiles,Export,15.59,No
CONT03885,Dry,40FT,Electronics,Import,28.36,Yes
CONT03886,Reefer,20FT,Textiles,Export,4.98,No
CONT03887,Open Top,45FT,Electronics,Import,28.67,No
CONT03888,Tank,40FT,Textiles,Export,25.23,No
CONT03889,Dry,20FT,Electronics,Import,27.22,No
CONT03890,Reefer,45FT,Textiles,Export,10.37,Yes
CONT03891,Open Top,40FT,Electronics,Import,7.56,No
CONT03892,Tank,20FT,Textiles,Export,20.58,No
CONT03893,Dry,45FT,Electronics,Import,16.9,No
CONT03894,Reefer,40FT,Textiles,Export,17.08,No
CONT03895,Open Top,20FT,Electronics,Import,27.12,Yes
CONT03896,Tank,45FT,Textiles,Export,19.5,No
CONT03897,Dry,40FT,Electronics,Import,11.78,No
CONT03898,Reefer,20FT,Textiles,Export,14.0,No
